Model Parameters: 4,356,875
Trainable Parameters: 4,356,875
"Epoch 44 || PSNR: 13.5955 (best 13.6583 @ 41) | SSIM: 0.4449 (best 0.4462 @ 41) | Loss: 298.3823 (best 294.5327 @ 41) | UCIQE: 0.1292 | UIQM: 4.0134"
"Epoch 45 || PSNR: 13.6609 (best 13.6609 @ 45) | SSIM: 0.4461 (best 0.4462 @ 41) | Loss: 294.6562 (best 294.5327 @ 41) | UCIQE: 0.1337 | UIQM: 4.0535"
"Epoch 46 || PSNR: 13.5790 (best 13.6609 @ 45) | SSIM: 0.4450 (best 0.4462 @ 41) | Loss: 299.8904 (best 294.5327 @ 41) | UCIQE: 0.1347 | UIQM: 4.0240"
"Epoch 47 || PSNR: 13.6664 (best 13.6664 @ 47) | SSIM: 0.4463 (best 0.4463 @ 47) | Loss: 293.9313 (best 293.9313 @ 47) | UCIQE: 0.1348 | UIQM: 4.0659"
"Epoch 48 || PSNR: 13.6571 (best 13.6664 @ 47) | SSIM: 0.4458 (best 0.4463 @ 47) | Loss: 294.0178 (best 293.9313 @ 47) | UCIQE: 0.1340 | UIQM: 4.0125"
"Epoch 49 || PSNR: 13.6041 (best 13.6664 @ 47) | SSIM: 0.4450 (best 0.4463 @ 47) | Loss: 297.9162 (best 293.9313 @ 47) | UCIQE: 0.1353 | UIQM: 4.1158"
"Epoch 50 || PSNR: 13.6651 (best 13.6664 @ 47) | SSIM: 0.4460 (best 0.4463 @ 47) | Loss: 293.3781 (best 293.3781 @ 50) | UCIQE: 0.1355 | UIQM: 4.0950"
"Epoch 51 || PSNR: 13.6915 (best 13.6915 @ 51) | SSIM: 0.4466 (best 0.4466 @ 51) | Loss: 291.3295 (best 291.3295 @ 51) | UCIQE: 0.1364 | UIQM: 4.0574"
"Epoch 52 || PSNR: 13.7158 (best 13.7158 @ 52) | SSIM: 0.4467 (best 0.4467 @ 52) | Loss: 290.5475 (best 290.5475 @ 52) | UCIQE: 0.1342 | UIQM: 4.0177"
"Epoch 53 || PSNR: 13.6770 (best 13.7158 @ 52) | SSIM: 0.4461 (best 0.4467 @ 52) | Loss: 292.3993 (best 290.5475 @ 52) | UCIQE: 0.1345 | UIQM: 4.0454"
"Epoch 54 || PSNR: 13.6465 (best 13.7158 @ 52) | SSIM: 0.4457 (best 0.4467 @ 52) | Loss: 294.1767 (best 290.5475 @ 52) | UCIQE: 0.1330 | UIQM: 4.0483"
"Epoch 55 || PSNR: 13.7200 (best 13.7200 @ 55) | SSIM: 0.4469 (best 0.4469 @ 55) | Loss: 289.4309 (best 289.4309 @ 55) | UCIQE: 0.1405 | UIQM: 4.0317"
"Epoch 56 || PSNR: 13.7282 (best 13.7282 @ 56) | SSIM: 0.4467 (best 0.4469 @ 55) | Loss: 289.2383 (best 289.2383 @ 56) | UCIQE: 0.1408 | UIQM: 4.1071"
"Epoch 57 || PSNR: 13.6211 (best 13.7282 @ 56) | SSIM: 0.4457 (best 0.4469 @ 55) | Loss: 299.5131 (best 289.2383 @ 56) | UCIQE: 0.1397 | UIQM: 4.0651"
"Epoch 58 || PSNR: 13.6542 (best 13.7282 @ 56) | SSIM: 0.4458 (best 0.4469 @ 55) | Loss: 294.3395 (best 289.2383 @ 56) | UCIQE: 0.1410 | UIQM: 4.0564"
"Epoch 59 || PSNR: 13.7157 (best 13.7282 @ 56) | SSIM: 0.4466 (best 0.4469 @ 55) | Loss: 290.4340 (best 289.2383 @ 56) | UCIQE: 0.1371 | UIQM: 4.0615"
"Epoch 60 || PSNR: 13.7395 (best 13.7395 @ 60) | SSIM: 0.4471 (best 0.4471 @ 60) | Loss: 288.6376 (best 288.6376 @ 60) | UCIQE: 0.1410 | UIQM: 4.0421"
"Epoch 61 || PSNR: 13.7400 (best 13.7400 @ 61) | SSIM: 0.4475 (best 0.4475 @ 61) | Loss: 288.4231 (best 288.4231 @ 61) | UCIQE: 0.1416 | UIQM: 4.0909"
"Epoch 62 || PSNR: 13.6936 (best 13.7400 @ 61) | SSIM: 0.4463 (best 0.4475 @ 61) | Loss: 291.9461 (best 288.4231 @ 61) | UCIQE: 0.1436 | UIQM: 4.0738"
"Epoch 63 || PSNR: 13.6853 (best 13.7400 @ 61) | SSIM: 0.4458 (best 0.4475 @ 61) | Loss: 292.9996 (best 288.4231 @ 61) | UCIQE: 0.1415 | UIQM: 4.0387"
"Epoch 64 || PSNR: 13.7179 (best 13.7400 @ 61) | SSIM: 0.4460 (best 0.4475 @ 61) | Loss: 290.5940 (best 288.4231 @ 61) | UCIQE: 0.1400 | UIQM: 4.0622"
"Epoch 65 || PSNR: 13.6912 (best 13.7400 @ 61) | SSIM: 0.4460 (best 0.4475 @ 61) | Loss: 291.7390 (best 288.4231 @ 61) | UCIQE: 0.1399 | UIQM: 4.0680"
"Epoch 66 || PSNR: 13.6977 (best 13.7400 @ 61) | SSIM: 0.4461 (best 0.4475 @ 61) | Loss: 291.0387 (best 288.4231 @ 61) | UCIQE: 0.1375 | UIQM: 4.0882"
"Epoch 67 || PSNR: 13.6991 (best 13.7400 @ 61) | SSIM: 0.4464 (best 0.4475 @ 61) | Loss: 290.8934 (best 288.4231 @ 61) | UCIQE: 0.1365 | UIQM: 4.0708"
"Epoch 68 || PSNR: 13.7059 (best 13.7400 @ 61) | SSIM: 0.4459 (best 0.4475 @ 61) | Loss: 291.4895 (best 288.4231 @ 61) | UCIQE: 0.1383 | UIQM: 4.0257"
"Epoch 69 || PSNR: 13.6825 (best 13.7400 @ 61) | SSIM: 0.4461 (best 0.4475 @ 61) | Loss: 292.1925 (best 288.4231 @ 61) | UCIQE: 0.1310 | UIQM: 4.0645"
"Epoch 70 || PSNR: 13.6342 (best 13.7400 @ 61) | SSIM: 0.4448 (best 0.4475 @ 61) | Loss: 295.5062 (best 288.4231 @ 61) | UCIQE: 0.1328 | UIQM: 4.0328"
"Epoch 71 || PSNR: 13.7117 (best 13.7400 @ 61) | SSIM: 0.4464 (best 0.4475 @ 61) | Loss: 290.9383 (best 288.4231 @ 61) | UCIQE: 0.1412 | UIQM: 4.0857"
"Epoch 72 || PSNR: 13.7012 (best 13.7400 @ 61) | SSIM: 0.4459 (best 0.4475 @ 61) | Loss: 291.4440 (best 288.4231 @ 61) | UCIQE: 0.1385 | UIQM: 4.0511"
"Epoch 73 || PSNR: 13.6978 (best 13.7400 @ 61) | SSIM: 0.4458 (best 0.4475 @ 61) | Loss: 291.5128 (best 288.4231 @ 61) | UCIQE: 0.1334 | UIQM: 4.0426"
"Epoch 74 || PSNR: 13.7062 (best 13.7400 @ 61) | SSIM: 0.4462 (best 0.4475 @ 61) | Loss: 290.6494 (best 288.4231 @ 61) | UCIQE: 0.1399 | UIQM: 4.0583"
"Epoch 75 || PSNR: 13.7278 (best 13.7400 @ 61) | SSIM: 0.4467 (best 0.4475 @ 61) | Loss: 289.2927 (best 288.4231 @ 61) | UCIQE: 0.1402 | UIQM: 4.0955"
"Epoch 76 || PSNR: 13.7586 (best 13.7586 @ 76) | SSIM: 0.4472 (best 0.4475 @ 61) | Loss: 286.9968 (best 286.9968 @ 76) | UCIQE: 0.1356 | UIQM: 4.0381"
"Epoch 77 || PSNR: 13.6854 (best 13.7586 @ 76) | SSIM: 0.4460 (best 0.4475 @ 61) | Loss: 292.0545 (best 286.9968 @ 76) | UCIQE: 0.1326 | UIQM: 4.0304"
"Epoch 78 || PSNR: 13.7003 (best 13.7586 @ 76) | SSIM: 0.4464 (best 0.4475 @ 61) | Loss: 290.9899 (best 286.9968 @ 76) | UCIQE: 0.1385 | UIQM: 4.0004"
"Epoch 79 || PSNR: 13.6707 (best 13.7586 @ 76) | SSIM: 0.4457 (best 0.4475 @ 61) | Loss: 292.4557 (best 286.9968 @ 76) | UCIQE: 0.1372 | UIQM: 4.0446"
"Epoch 80 || PSNR: 13.7323 (best 13.7586 @ 76) | SSIM: 0.4467 (best 0.4475 @ 61) | Loss: 288.8905 (best 286.9968 @ 76) | UCIQE: 0.1338 | UIQM: 3.9974"
"Epoch 81 || PSNR: 13.7685 (best 13.7685 @ 81) | SSIM: 0.4472 (best 0.4475 @ 61) | Loss: 286.7732 (best 286.7732 @ 81) | UCIQE: 0.1339 | UIQM: 4.0555"
"Epoch 82 || PSNR: 13.6937 (best 13.7685 @ 81) | SSIM: 0.4464 (best 0.4475 @ 61) | Loss: 291.0920 (best 286.7732 @ 81) | UCIQE: 0.1318 | UIQM: 4.0042"
"Epoch 83 || PSNR: 13.7201 (best 13.7685 @ 81) | SSIM: 0.4464 (best 0.4475 @ 61) | Loss: 289.9671 (best 286.7732 @ 81) | UCIQE: 0.1360 | UIQM: 4.0690"
"Epoch 84 || PSNR: 13.6388 (best 13.7685 @ 81) | SSIM: 0.4451 (best 0.4475 @ 61) | Loss: 294.9952 (best 286.7732 @ 81) | UCIQE: 0.1402 | UIQM: 4.0920"
"Epoch 85 || PSNR: 13.6810 (best 13.7685 @ 81) | SSIM: 0.4455 (best 0.4475 @ 61) | Loss: 292.6261 (best 286.7732 @ 81) | UCIQE: 0.1375 | UIQM: 3.9946"
"Epoch 86 || PSNR: 13.6624 (best 13.7685 @ 81) | SSIM: 0.4453 (best 0.4475 @ 61) | Loss: 293.8572 (best 286.7732 @ 81) | UCIQE: 0.1396 | UIQM: 4.0939"
"Epoch 87 || PSNR: 13.7235 (best 13.7685 @ 81) | SSIM: 0.4462 (best 0.4475 @ 61) | Loss: 289.4764 (best 286.7732 @ 81) | UCIQE: 0.1366 | UIQM: 4.0331"
"Epoch 88 || PSNR: 13.7482 (best 13.7685 @ 81) | SSIM: 0.4469 (best 0.4475 @ 61) | Loss: 287.7588 (best 286.7732 @ 81) | UCIQE: 0.1397 | UIQM: 4.0552"
"Epoch 89 || PSNR: 13.7198 (best 13.7685 @ 81) | SSIM: 0.4462 (best 0.4475 @ 61) | Loss: 289.9727 (best 286.7732 @ 81) | UCIQE: 0.1328 | UIQM: 4.0889"
"Epoch 90 || PSNR: 13.7550 (best 13.7685 @ 81) | SSIM: 0.4471 (best 0.4475 @ 61) | Loss: 287.5537 (best 286.7732 @ 81) | UCIQE: 0.1357 | UIQM: 4.0454"
"Epoch 91 || PSNR: 13.7305 (best 13.7685 @ 81) | SSIM: 0.4464 (best 0.4475 @ 61) | Loss: 288.9241 (best 286.7732 @ 81) | UCIQE: 0.1364 | UIQM: 4.0433"
"Epoch 92 || PSNR: 13.6924 (best 13.7685 @ 81) | SSIM: 0.4454 (best 0.4475 @ 61) | Loss: 291.7987 (best 286.7732 @ 81) | UCIQE: 0.1331 | UIQM: 4.0759"
"Epoch 93 || PSNR: 13.7698 (best 13.7698 @ 93) | SSIM: 0.4472 (best 0.4475 @ 61) | Loss: 286.4166 (best 286.4166 @ 93) | UCIQE: 0.1364 | UIQM: 4.0694"
"Epoch 94 || PSNR: 13.7400 (best 13.7698 @ 93) | SSIM: 0.4468 (best 0.4475 @ 61) | Loss: 288.2793 (best 286.4166 @ 93) | UCIQE: 0.1350 | UIQM: 4.0541"
"Epoch 95 || PSNR: 13.7512 (best 13.7698 @ 93) | SSIM: 0.4476 (best 0.4476 @ 95) | Loss: 286.7070 (best 286.4166 @ 93) | UCIQE: 0.1334 | UIQM: 4.0696"
"Epoch 96 || PSNR: 13.7501 (best 13.7698 @ 93) | SSIM: 0.4470 (best 0.4476 @ 95) | Loss: 287.8093 (best 286.4166 @ 93) | UCIQE: 0.1371 | UIQM: 4.0445"
"Epoch 97 || PSNR: 13.7179 (best 13.7698 @ 93) | SSIM: 0.4459 (best 0.4476 @ 95) | Loss: 290.1177 (best 286.4166 @ 93) | UCIQE: 0.1343 | UIQM: 4.0799"
"Epoch 98 || PSNR: 13.6888 (best 13.7698 @ 93) | SSIM: 0.4460 (best 0.4476 @ 95) | Loss: 291.3813 (best 286.4166 @ 93) | UCIQE: 0.1320 | UIQM: 4.0095"
"Epoch 99 || PSNR: 13.7377 (best 13.7698 @ 93) | SSIM: 0.4463 (best 0.4476 @ 95) | Loss: 288.9097 (best 286.4166 @ 93) | UCIQE: 0.1381 | UIQM: 4.0647"
"Epoch 100 || PSNR: 13.6933 (best 13.7698 @ 93) | SSIM: 0.4455 (best 0.4476 @ 95) | Loss: 292.1706 (best 286.4166 @ 93) | UCIQE: 0.1342 | UIQM: 4.0741"
"Epoch 101 || PSNR: 13.7288 (best 13.7698 @ 93) | SSIM: 0.4461 (best 0.4476 @ 95) | Loss: 289.3375 (best 286.4166 @ 93) | UCIQE: 0.1325 | UIQM: 4.0472"
"Epoch 102 || PSNR: 13.7547 (best 13.7698 @ 93) | SSIM: 0.4467 (best 0.4476 @ 95) | Loss: 287.5854 (best 286.4166 @ 93) | UCIQE: 0.1339 | UIQM: 4.0508"
"Epoch 103 || PSNR: 13.6992 (best 13.7698 @ 93) | SSIM: 0.4460 (best 0.4476 @ 95) | Loss: 291.4293 (best 286.4166 @ 93) | UCIQE: 0.1357 | UIQM: 4.0349"
"Epoch 104 || PSNR: 13.7281 (best 13.7698 @ 93) | SSIM: 0.4466 (best 0.4476 @ 95) | Loss: 289.4303 (best 286.4166 @ 93) | UCIQE: 0.1376 | UIQM: 4.0476"
"Epoch 105 || PSNR: 13.7297 (best 13.7698 @ 93) | SSIM: 0.4461 (best 0.4476 @ 95) | Loss: 289.3738 (best 286.4166 @ 93) | UCIQE: 0.1355 | UIQM: 4.0524"
"Epoch 106 || PSNR: 13.6647 (best 13.7698 @ 93) | SSIM: 0.4454 (best 0.4476 @ 95) | Loss: 292.5800 (best 286.4166 @ 93) | UCIQE: 0.1336 | UIQM: 4.0892"
"Epoch 107 || PSNR: 13.6929 (best 13.7698 @ 93) | SSIM: 0.4455 (best 0.4476 @ 95) | Loss: 291.4136 (best 286.4166 @ 93) | UCIQE: 0.1360 | UIQM: 4.0412"
"Epoch 108 || PSNR: 13.7416 (best 13.7698 @ 93) | SSIM: 0.4470 (best 0.4476 @ 95) | Loss: 287.8402 (best 286.4166 @ 93) | UCIQE: 0.1323 | UIQM: 4.0692"
"Epoch 109 || PSNR: 13.7051 (best 13.7698 @ 93) | SSIM: 0.4462 (best 0.4476 @ 95) | Loss: 290.6241 (best 286.4166 @ 93) | UCIQE: 0.1315 | UIQM: 4.0481"
"Epoch 110 || PSNR: 13.7557 (best 13.7698 @ 93) | SSIM: 0.4464 (best 0.4476 @ 95) | Loss: 288.2272 (best 286.4166 @ 93) | UCIQE: 0.1351 | UIQM: 4.0387"
"Epoch 111 || PSNR: 13.7028 (best 13.7698 @ 93) | SSIM: 0.4459 (best 0.4476 @ 95) | Loss: 290.9756 (best 286.4166 @ 93) | UCIQE: 0.1346 | UIQM: 4.0317"
"Epoch 112 || PSNR: 13.7273 (best 13.7698 @ 93) | SSIM: 0.4467 (best 0.4476 @ 95) | Loss: 289.0628 (best 286.4166 @ 93) | UCIQE: 0.1329 | UIQM: 3.9961"
"Epoch 113 || PSNR: 13.7137 (best 13.7698 @ 93) | SSIM: 0.4466 (best 0.4476 @ 95) | Loss: 290.4890 (best 286.4166 @ 93) | UCIQE: 0.1371 | UIQM: 4.0397"
"Epoch 114 || PSNR: 13.7037 (best 13.7698 @ 93) | SSIM: 0.4461 (best 0.4476 @ 95) | Loss: 291.3786 (best 286.4166 @ 93) | UCIQE: 0.1337 | UIQM: 4.0146"
"Epoch 115 || PSNR: 13.7016 (best 13.7698 @ 93) | SSIM: 0.4459 (best 0.4476 @ 95) | Loss: 291.4108 (best 286.4166 @ 93) | UCIQE: 0.1327 | UIQM: 4.0370"
"Epoch 116 || PSNR: 13.6375 (best 13.7698 @ 93) | SSIM: 0.4448 (best 0.4476 @ 95) | Loss: 295.8468 (best 286.4166 @ 93) | UCIQE: 0.1303 | UIQM: 3.9941"
"Epoch 117 || PSNR: 13.7693 (best 13.7698 @ 93) | SSIM: 0.4473 (best 0.4476 @ 95) | Loss: 286.9442 (best 286.4166 @ 93) | UCIQE: 0.1360 | UIQM: 4.0359"
"Epoch 118 || PSNR: 13.7081 (best 13.7698 @ 93) | SSIM: 0.4461 (best 0.4476 @ 95) | Loss: 291.2415 (best 286.4166 @ 93) | UCIQE: 0.1334 | UIQM: 4.0537"
"Epoch 119 || PSNR: 13.7503 (best 13.7698 @ 93) | SSIM: 0.4470 (best 0.4476 @ 95) | Loss: 287.9814 (best 286.4166 @ 93) | UCIQE: 0.1353 | UIQM: 4.0932"
"Epoch 120 || PSNR: 13.7145 (best 13.7698 @ 93) | SSIM: 0.4461 (best 0.4476 @ 95) | Loss: 291.0847 (best 286.4166 @ 93) | UCIQE: 0.1368 | UIQM: 4.0531"
"Epoch 121 || PSNR: 13.6982 (best 13.7698 @ 93) | SSIM: 0.4464 (best 0.4476 @ 95) | Loss: 291.0048 (best 286.4166 @ 93) | UCIQE: 0.1350 | UIQM: 4.0527"
"Epoch 122 || PSNR: 13.7316 (best 13.7698 @ 93) | SSIM: 0.4466 (best 0.4476 @ 95) | Loss: 288.9301 (best 286.4166 @ 93) | UCIQE: 0.1316 | UIQM: 4.0311"
"Epoch 123 || PSNR: 13.7032 (best 13.7698 @ 93) | SSIM: 0.4457 (best 0.4476 @ 95) | Loss: 291.3472 (best 286.4166 @ 93) | UCIQE: 0.1336 | UIQM: 4.0371"
"Epoch 124 || PSNR: 13.7366 (best 13.7698 @ 93) | SSIM: 0.4466 (best 0.4476 @ 95) | Loss: 289.0601 (best 286.4166 @ 93) | UCIQE: 0.1344 | UIQM: 4.0771"
"Epoch 125 || PSNR: 13.7405 (best 13.7698 @ 93) | SSIM: 0.4469 (best 0.4476 @ 95) | Loss: 288.3946 (best 286.4166 @ 93) | UCIQE: 0.1371 | UIQM: 4.0559"
"Epoch 126 || PSNR: 13.7146 (best 13.7698 @ 93) | SSIM: 0.4464 (best 0.4476 @ 95) | Loss: 290.4569 (best 286.4166 @ 93) | UCIQE: 0.1333 | UIQM: 4.0628"
"Epoch 127 || PSNR: 13.6915 (best 13.7698 @ 93) | SSIM: 0.4459 (best 0.4476 @ 95) | Loss: 292.3747 (best 286.4166 @ 93) | UCIQE: 0.1395 | UIQM: 4.0624"
"Epoch 128 || PSNR: 13.6902 (best 13.7698 @ 93) | SSIM: 0.4462 (best 0.4476 @ 95) | Loss: 291.7230 (best 286.4166 @ 93) | UCIQE: 0.1337 | UIQM: 4.0804"
